position COMBINED_rate(cM/Mb) Genetic_Map(cM)
19809728 0.07989 0.0
19844578 0.09392 0.002784
19850381 0.0939 0.003329
19866420 0.09783 0.004835
19866512 0.09391 0.004844
19872912 0.09407 0.005445
19879854 0.09416 0.006098
19880385 0.09391 0.006148
19885603 0.09395 0.006638
19893724 0.09352 0.007401
19895189 0.08696 0.007538
19895212 0.09371 0.00754
19896055 0.09358 0.007619
19906196 0.09362 0.008568
19914453 0.09351 0.009341
19938398 0.0947 0.01158
19939549 0.09934 0.011689
19956119 0.3491 0.013335
19956288 0.4923 0.013394
19956611 0.6807 0.013553
19956943 0.6847 0.013779
19958145 0.703 0.014602
19959357 0.5755 0.015454
19959635 0.3467 0.015614
19961836 0.1711 0.016377
19962368 0.1594 0.016468
19967342 0.1593 0.017261
19967455 0.1599 0.017279
19968443 0.1601 0.017437
19971047 0.2052 0.017854
19971583 0.2344 0.017964
19971839 0.2617 0.018024
19973035 0.2571 0.018337
19975692 0.2533 0.01902
19981155 0.2545 0.020404
19982805 0.2579 0.020824
19986488 2.667 0.021774
19986758 3.093 0.022494
19986833 3.452 0.022726
19987698 3.809 0.025712
19988669 3.024 0.029411
19989705 2.339 0.032544
20007545 2.94 0.074268
20210624 3.084 0.671341
20217334 3.313 0.692037
20218490 3.352 0.695867
20221954 3.401 0.707478
20222718 3.403 0.710076
20228480 3.466 0.729684
20235225 7.965 0.753059
20240759 8.021 0.79714
20246097 8.051 0.839955
20252975 7.756 0.895329
20255796 7.776 0.91721
20257350 7.778 0.929294
20258581 7.783 0.938869
20280036 7.792 1.105862
20280526 7.79 1.10968
20280626 7.798 1.110459
20283488 7.791 1.132776
20283617 7.79 1.133781
20288172 7.744 1.169265
20289036 7.724 1.175956
20293033 7.718 1.206827
20306974 7.719 1.314418
20317387 7.717 1.394799
20317687 7.721 1.397114
20322579 7.722 1.434883
20338735 8.22 1.559632
20338985 8.875 1.561687
20339627 10.08 1.567385
20344377 10.16 1.61527
20344556 10.24 1.617089
20345803 10.37 1.62986
20346938 10.33 1.641625
20350467 8.822 1.678076
20358643 8.333 1.750207
20359322 5.957 1.755865
20360393 5.963 1.762245
20360608 5.182 1.763527
20364475 5.139 1.783564
20365369 5.151 1.788158
20365960 5.168 1.791202
20367689 4.941 1.800137
20367791 3.581 1.800641
20369730 3.556 1.807585
20369739 3.426 1.807617
20372241 3.425 1.816188
20373179 3.441 1.819401
20375391 3.456 1.827012
20376987 3.489 1.832528
20377603 3.636 1.834677
20377647 3.759 1.834837
20378782 3.838 1.839104
20379245 3.963 1.840881
20379902 4.122 1.843485
20379951 4.335 1.843687
20380145 4.453 1.844528
20380209 4.478 1.844813
20380902 4.493 1.847916
20381038 4.497 1.848527
20381612 4.5 1.851108
20381674 4.497 1.851387
20381994 4.478 1.852826
20382061 4.491 1.853126
20382346 4.474 1.854406
20382975 4.5 1.85722
20382977 4.457 1.857229
20383452 4.431 1.859346
20384883 4.388 1.865687
20385246 4.361 1.86728
20386417 4.169 1.872387
20386500 3.786 1.872733
20386514 3.681 1.872786
20386608 3.111 1.873132
20386626 1.162 1.873188
20390317 1.164 1.877478
20390986 1.163 1.878257
20392843 1.164 1.880417
20394206 1.167 1.882004
20395003 1.167 1.882934
20396496 1.221 1.884676
20396754 1.263 1.884991
20396773 1.274 1.885015
20396941 1.252 1.885229
20397521 1.223 1.885955
20398293 0.7273 1.886899
20398304 0.7389 1.886907
20401716 0.75 1.889428
20401728 0.7379 1.889437
20407661 1.065 1.893815
20407799 1.392 1.893962
20408806 1.397 1.895364
20409030 1.405 1.895677
20409262 1.402 1.896003
20410567 1.441 1.897832
20410685 1.438 1.898002
20411418 1.582 1.899056
20417778 2.428 1.90912
20418203 2.609 1.910152
20418387 2.826 1.910632
20420026 8.591 1.915263
20420048 9.717 1.915452
20420899 9.717 1.923721
20421383 9.685 1.928424
20421580 9.25 1.930332
20424722 8.89 1.959396
20642842 8.571 3.898465
20642863 8.211 3.898645
20643930 8.208 3.907406
20644036 8.209 3.908276
20644520 8.197 3.912249
20644698 8.198 3.913708
20645098 8.196 3.916987
20645466 8.199 3.920003
20646848 13.97 3.931334
20647586 13.88 3.941643
20648238 13.87 3.95069
20648368 14.04 3.952493
20650061 13.8 3.976269
20650645 11.08 3.984328
20650696 8.79 3.984893
20650815 8.79 3.985939
20652999 8.791 4.005137
20653229 8.798 4.007159
20654341 8.581 4.016942
20654955 8.55 4.022211
20654975 8.516 4.022382
20655006 8.433 4.022646
20661045 8.428 4.073573
20662464 8.429 4.085533
20663708 8.429 4.096019
20664295 8.429 4.100967
20666507 8.43 4.119612
20667975 8.43 4.131987
20670463 8.431 4.15296
20674309 8.434 4.185385
20680673 8.434 4.239059
20681489 8.438 4.245941
20683862 8.442 4.265964
20688474 8.838 4.3049
20688511 10.75 4.305227
20729759 18.37 4.748455
20730230 18.37 4.757106
20730409 18.36 4.760394
20736292 18.28 4.868378
20736723 18.37 4.876257
20737112 18.76 4.883402
20738362 18.37 4.906855
20738753 18.37 4.914037
20738791 18.35 4.914735
20740225 18.16 4.941056
20741749 18.37 4.968737
20741872 18.4 4.970996
20743066 18.6 4.992962
20743076 18.62 4.993148
20744110 18.58 5.012398
20744160 18.49 5.013327
20751903 18.47 5.156476
20751918 18.48 5.156753
20752679 18.94 5.170813
20763431 21.23 5.374426
20778925 21.73 5.703429
20789236 21.7 5.927462
20791879 21.77 5.984828
20800514 21.58 6.172818
20803392 21.73 6.234931
20803544 21.73 6.238234
20805818 21.73 6.287655
20806746 19.55 6.307822
20807195 18.18 6.316599
20807489 17.48 6.321944
20807577 8.145 6.323482
20807826 8.109 6.32551
20809817 8.187 6.341656
20810642 8.113 6.34841
20813165 8.126 6.368879
20820359 8.047 6.427338
20823593 11.25 6.453362
20837246 8.388 6.606955
20839308 8.838 6.624251
20841611 8.883 6.644606
20842184 8.833 6.649696
20842196 8.837 6.649802
20842657 9.044 6.653876
20843939 9.034 6.665471
20847900 9.035 6.701256
20848098 9.042 6.703045
20850312 9.042 6.723065
20851105 8.858 6.730235
20852646 8.507 6.743885
20855063 8.05 6.764447
20855445 7.992 6.767522
20856884 6.844 6.779022
20866706 0.9089 6.846239
20872644 0.9251 6.851636
20874099 0.9226 6.852982
20879330 1.058 6.857808
20883361 1.143 6.862071
20883375 2.134 6.862087
20884262 2.681 6.86398
20885152 3.575 6.866366
20885366 3.814 6.867131
20885667 3.781 6.868279
