position COMBINED_rate(cM/Mb) Genetic_Map(cM)
81154 0.7354 0.0
82590 0.7692 0.001056
82603 0.7333 0.001066
83158 0.735 0.001473
83509 0.7423 0.001731
84293 0.7429 0.002313
84647 0.7468 0.002576
85729 7.2 0.003384
88108 7.22 0.020512
88453 7.22 0.023003
88767 7.22 0.02527
90438 7.214 0.037334
90452 7.191 0.037435
92251 4.657 0.050372
93706 3.325 0.057148
94613 0.8372 0.060164
96321 0.4912 0.061594
100014 0.4878 0.063408
101775 0.4879 0.064267
102929 0.4884 0.06483
104475 0.4878 0.065585
106775 0.4882 0.066707
110343 1.048 0.068449
110447 2.324 0.068558
110586 2.908 0.068881
110705 4.278 0.069227
110867 4.98 0.06992
111066 5.023 0.070911
111725 2.596 0.074221
111886 0.8077 0.074639
112250 0.3916 0.074933
112799 0.3729 0.075148
112858 0.3649 0.07517
113450 0.3393 0.075386
114452 0.3379 0.075726
116290 0.3403 0.076347
116481 0.3456 0.076412
116753 0.3548 0.076506
118289 0.3726 0.077051
119631 0.3176 0.077551
119864 0.232 0.077625
120058 0.1161 0.07767
120721 0.08103 0.077747
121264 0.06522 0.077791
121540 0.05178 0.077809
122158 0.04735 0.077841
122876 0.0475 0.077875
126560 0.04767 0.07805
127546 0.06383 0.078097
127687 0.08263 0.078106
128631 0.1238 0.078184
128736 0.1516 0.078197
141335 0.1504 0.080107
141867 0.1522 0.080187
143661 0.2545 0.08046
143771 0.8771 0.080488
144357 0.9512 0.081002
144480 1.05 0.081119
144897 10.23 0.081557
145888 10.65 0.091697
145959 10.07 0.092453
145973 8.516 0.092594
146037 6.89 0.093139
146119 0.7975 0.093704
146282 0.738 0.093834
146553 0.7338 0.094034
147079 0.7328 0.09442
147311 0.7332 0.09459
148072 0.7433 0.095148
148372 0.72 0.095371
148422 0.7309 0.095407
148972 0.4545 0.095809
148994 0.4629 0.095819
149223 0.3525 0.095925
150721 0.3534 0.096453
150854 0.3519 0.0965
151016 0.3551 0.096557
152134 0.5144 0.096954
152517 0.5229 0.097151
153259 1.248 0.097539
153376 5.458 0.097685
153835 5.19 0.10019
153898 4.279 0.100517
154002 4.284 0.100962
154203 1.069 0.101823
154290 0.8815 0.101916
154847 0.4083 0.102407
155256 0.4141 0.102574
155384 1.069 0.102627
155733 0.225 0.103
155813 0.2105 0.103018
155927 0.2092 0.103042
156080 0.2139 0.103074
156669 0.2153 0.1032
156813 0.2152 0.103231
157259 0.2121 0.103327
157292 0.2113 0.103334
157363 0.2231 0.103349
157484 0.2174 0.103376
157507 0.2212 0.103381
157819 0.2211 0.10345
157914 0.2308 0.103471
157979 0.221 0.103486
158513 0.2632 0.103604
158532 0.2203 0.103609
158768 0.2 0.103661
158778 0.2432 0.103663
158815 0.2167 0.103672
158935 0.2249 0.103698
159104 0.1875 0.103736
159200 0.151 0.103754
159445 0.1412 0.103791
159530 0.1284 0.103803
159639 0.12 0.103817
159864 0 0.103844
159865 0.1217 0.103844
160054 0.1209 0.103867
163082 0.09677 0.104233
163113 0.1707 0.104236
163277 0.6789 0.104264
163741 6.521 0.104579
163910 4.737 0.105681
163929 2.945 0.105771
164258 0.2101 0.10674
164772 0.2114 0.106848
165212 0.2104 0.106941
166310 0.2273 0.107172
166354 0.2246 0.107182
167044 0.2331 0.107337
167443 0.2358 0.10743
168766 0.257 0.107742
169334 0.2605 0.107888
170689 0.2948 0.108241
172626 0.2362 0.108812
176516 0.3294 0.109731
177105 0.2928 0.109925
179892 0.1218 0.110741
180861 0.1239 0.110859
181095 0.1257 0.110888
182042 0.1236 0.111007
183442 0.1144 0.11118
183643 0.1184 0.111203
183795 0.1142 0.111221
185161 0.1 0.111377
185191 0.1148 0.11138
185522 0.12 0.111418
185547 0.1139 0.111421
187259 0.125 0.111616
187379 0.1312 0.111631
187600 0.1378 0.11166
187825 0.145 0.111691
188087 0.1593 0.111729
189060 0.2041 0.111884
189354 0.4596 0.111944
189948 0.4528 0.112217
190001 0.2674 0.112241
190173 0.2698 0.112287
190299 0.2691 0.112321
